"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE949167214885";"WEA 03";"In Planung";"Wind";"4200";"4200";"";"23.3.2023";"Schleswig-Holstein";"25923";"Lexgaard";"";"";"Lexgaard";"Flur 4: 29";"01054077";"54,825164";"8,935919";"";"";"BWP Am Ochsenweg";"152";"136";"Vestas Deutschland GmbH";"V136-4.2 MW";"";"";"Horizontalläufer";"Windkraft an Land";"28.3.2023";"";"2.12.2024";"BWP am Ochsenweg GmbH & Co. KG";"ABR992503991674";"Volleinspeisung";"SGE954897340940";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE901760022847";"Reinsdorf 2";"In Planung";"Wind";"6200";"6200";"";"23.3.2023";"Sachsen";"08141";"Reinsdorf";"";"";"Reinsdorf";"505/4, 502/4.";"14524250";"50,707232";"12,571442";"";"";"Reinsdorf";"169";"162";"Vestas Deutschland GmbH";"EnVentus V162-6.2 MW";"";"";"Horizontalläufer";"Windkraft an Land";"26.9.2023";"";"31.12.2024";"Energieanlagen Frank Bündig GmbH";"ABR901540326530";"Volleinspeisung";"SGE929219376723";"";"";"";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"";""
"SEE969835598468";"WEA 02 - V150";"In Planung";"Wind";"6000";"6000";"";"23.3.2023";"Nordrhein-Westfalen";"48629";"Metelen";"";"";"Metelen";"Flur 57 Flurstück 9";"05566052";"52,125019";"7,231269";"";"";"Windpark Moddefeld";"169";"150";"Vestas Deutschland GmbH";"V150 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"31.12.2024";"Windpark Haltern Moddefeld GmbH & Co. KG";"ABR950390016719";"Volleinspeisung";"SGE933657791178";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE952637759038";"WEA 03 - V162";"In Planung";"Wind";"5600";"5600";"";"23.3.2023";"Nordrhein-Westfalen";"48629";"Metelen";"";"";"Metelen";"Flur 56 Flurstück 47";"05566052";"52,130623";"7,236223";"";"";"Windpark Moddefeld";"151";"162";"Vestas Deutschland GmbH";"V162 - 5,6 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"31.12.2024";"Windpark Haltern Moddefeld GmbH & Co. KG";"ABR950390016719";"Volleinspeisung";"SGE933657791178";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE937669897675";"WEA RP1";"In Planung";"Wind";"4200";"4200";"";"23.3.2023";"Sachsen-Anhalt";"06721";"Meineweh";"";"";"Meineweh";"Flur 7: 009/3";"15084013";"51,048575";"11,992867";"";"";"Windpark Meineweh III";"160";"138,25";"";"";"";"";"Horizontalläufer";"Windkraft an Land";"24.3.2023";"";"6.1.2025";"Burg Lichtenfels Meineweh III";"ABR994258218549";"Volleinspeisung";"SGE968047336516";"";"";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE994774840781";"WEA 04 - V150";"In Planung";"Wind";"6000";"6000";"";"23.3.2023";"Nordrhein-Westfalen";"48629";"Metelen";"";"";"Metelen";"Flur 56 Flurstück44";"05566052";"52,126705";"7,237281";"";"";"Windpark Moddefeld";"169";"150";"Vestas Deutschland GmbH";"V150 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"31.12.2024";"Windpark Haltern Moddefeld GmbH & Co. KG";"ABR950390016719";"Volleinspeisung";"SGE933657791178";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE946094353663";"WEA 05 - V162";"In Planung";"Wind";"6000";"6000";"";"23.3.2023";"Nordrhein-Westfalen";"48629";"Metelen";"";"";"Metelen";"Flur 56 Flurstück 1";"05566052";"52,128397";"7,243342";"";"";"Windpark Moddefeld";"169";"162";"Vestas Deutschland GmbH";"V162 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"31.12.2024";"Windpark Haltern Moddefeld GmbH & Co. KG";"ABR950390016719";"Volleinspeisung";"SGE933657791178";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE959414419000";"WEA 06 - V150";"In Planung";"Wind";"6000";"6000";"";"23.3.2023";"Nordrhein-Westfalen";"48612";"Horstmar";"";"";"Horstmar";"Flur 121 Flurstück 51";"05566024";"52,126788";"7,249572";"";"";"Windpark Moddefeld";"151";"150";"Vestas Deutschland GmbH";"V150 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"31.12.2024";"Windpark Haltern Moddefeld GmbH & Co. KG";"ABR950390016719";"Volleinspeisung";"SGE933657791178";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE976980135523";"WEA RP2";"In Planung";"Wind";"4200";"4200";"";"23.3.2023";"Sachsen-Anhalt";"06721";"Meineweh";"";"";"Meineweh";"Flur 7: 009/15, 009/16";"15084013";"51,05458";"11,999663";"";"";"Windpark Meineweh III";"130,8";"138,25";"";"";"";"";"Horizontalläufer";"Windkraft an Land";"24.3.2023";"";"6.1.2025";"Burg Lichtenfels Meineweh III";"ABR994258218549";"Volleinspeisung";"SGE968047336516";"";"";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE945239589028";"WEA RP3";"In Planung";"Wind";"4200";"4200";"";"23.3.2023";"Sachsen-Anhalt";"06721";"Meineweh";"";"";"Meineweh";"Flur 8: 084, 083";"15084013";"51,054275";"12,005223";"";"";"Windpark Meineweh III";"160";"138,25";"";"";"";"";"Horizontalläufer";"Windkraft an Land";"24.3.2023";"";"6.1.2025";"Burg Lichtenfels Meineweh III";"ABR994258218549";"Volleinspeisung";"SGE968047336516";"";"";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE963270401628";"WEA 07 - V162";"In Planung";"Wind";"6000";"6000";"";"23.3.2023";"Nordrhein-Westfalen";"48612";"Horstmar";"";"";"Horstmar";"Flur 102 Flurstück 24";"05566024";"52,129643";"7,271914";"";"";"Windpark Haltern";"169";"162";"Vestas Deutschland GmbH";"V162 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"31.12.2024";"Windpark Haltern Moddefeld GmbH & Co. KG";"ABR950390016719";"Volleinspeisung";"SGE933657791178";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE975631234509";"WEA 08 - V162";"In Planung";"Wind";"6000";"6000";"";"23.3.2023";"Nordrhein-Westfalen";"48612";"Horstmar";"";"";"Horstmar";"Flur 102 Flurstück 9";"05566024";"52,133866";"7,275582";"";"";"Windpark Haltern";"169";"162";"Vestas Deutschland GmbH";"V162 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"31.12.2024";"Windpark Haltern Moddefeld GmbH & Co. KG";"ABR950390016719";"Volleinspeisung";"SGE933657791178";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE949272994351";"WEA 09 - V162";"In Planung";"Wind";"6000";"6000";"";"23.3.2023";"Nordrhein-Westfalen";"48612";"Horstmar";"";"";"Horstmar";"Flur 102 Flurstück 13";"05566024";"52,131722";"7,28199";"";"";"Windpark Haltern";"169";"162";"Vestas Deutschland GmbH";"V162 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"31.12.2024";"Windpark Haltern Moddefeld GmbH & Co. KG";"ABR950390016719";"Volleinspeisung";"SGE933657791178";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE978304000609";"WEA 6";"In Planung";"Wind";"5700";"5700";"";"23.3.2023";"Schleswig-Holstein";"25593";"Christinenthal";"";"";"Christinenthal";"Flur 1: Flurstück 25/1";"01061021";"54,0641";"9,541281";"";"";"Christinenthal";"104,7";"149,1";"Nordex Energy GmbH";"N149/5.7";"";"";"Horizontalläufer";"Windkraft an Land";"29.3.2023";"";"1.1.2025";"Heckenkamp GmbH";"ABR988879662843";"Volleinspeisung";"SGE925847760125";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE926679922873";"WEA 2 Süd";"In Planung";"Wind";"6000";"6000";"";"24.3.2023";"Thüringen";"99713";"Helbedündorf";"";"";"Keula";"Flur 15: 1526/908";"16065032";"51,313708";"10,532061";"";"";"Windpark Keula";"166";"150";"Vestas Deutschland GmbH";"V 150";"";"";"Horizontalläufer";"Windkraft an Land";"6.4.2023";"";"31.3.2025";"Windpark Keula GmbH & Co. KG";"ABR913356278590";"Volleinspeisung";"SGE938349730152";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE966975293901";"Mandelsloh 2";"In Planung";"Wind";"5700";"5700";"";"31.3.2023";"Niedersachsen";"31535";"Neustadt";"";"";"Mandelsloh";"Flur 4 Flurstück 40/1";"03241012";"52,61204";"9,5455";"";"";"Mandelsloh";"118,5";"163";"Nordex Germany GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"3.3.2025";"ecoJoule construct GmbH";"ABR929941424983";"Volleinspeisung";"SGE978882916330";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE999166846563";"Mandelsloh 3";"In Planung";"Wind";"5700";"5700";"";"31.3.2023";"Niedersachsen";"31535";"Neustadt";"";"";"Mandelsloh";"Flur 1 Flurstück 89, 90";"03241012";"52,61645";"9,54578";"";"";"Mandelsloh";"118,5";"163";"Nordex Germany GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"3.3.2025";"ecoJoule construct GmbH";"ABR929941424983";"Volleinspeisung";"SGE978882916330";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE957690014537";"Mandelsloh 4";"In Planung";"Wind";"5700";"5700";"";"31.3.2023";"Niedersachsen";"31535";"Neustadt";"";"";"Mandelsloh";"Flur 1 Flurstück 16/3";"03241012";"52,62052";"9,54867";"";"";"Mandelsloh";"118,5";"163";"Nordex Germany GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"3.3.2025";"ecoJoule construct GmbH";"ABR929941424983";"Volleinspeisung";"SGE978882916330";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE939466024384";"Mandelsloh 5";"In Planung";"Wind";"5700";"5700";"";"31.3.2023";"Niedersachsen";"31535";"Neustadt";"";"";"Mandelsloh";"Flur 2 Flurstück 1/1";"03241012";"52,62181";"9,5608";"";"";"Mandelsloh";"118,5";"163";"Nordex Germany GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"3.3.2025";"ecoJoule construct GmbH";"ABR929941424983";"Volleinspeisung";"SGE978882916330";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE989269272758";"Mandelsloh 6";"In Planung";"Wind";"5700";"5700";"";"31.3.2023";"Niedersachsen";"31535";"Neustadt";"";"";"Mandelsloh";"Flur 2 Flurstück 222, 223/1";"03241012";"52,61722";"9,56173";"";"";"Mandelsloh";"118,5";"163";"Nordex Germany GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"3.3.2025";"ecoJoule construct GmbH";"ABR929941424983";"Volleinspeisung";"SGE978882916330";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE960467057682";"WEA STR Süd";"In Planung";"Wind";"6000";"6000";"";"27.3.2023";"Thüringen";"99610";"Wundersleben";"";"";"Straußfurt";"Flur 5; Flurstück 20/24";"16068062";"51,16562";"11,018267";"";"";"Windpark Wundersleben Mitte";"169";"150";"Vestas Deutschland GmbH";"V150-6.0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"6.3.2025";"Windpark Wundersleben Mitte GmbH & Co. KG";"ABR949526884247";"Volleinspeisung";"SGE941737876769";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB970821959712";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE931646338915";"WEA 3";"In Planung";"Wind";"5700";"5700";"";"27.3.2023";"Rheinland-Pfalz";"55430";"Perscheid";"";"";"Perscheid";"Flur 12; Flurstück 4/8";"07140116";"50,046287";"7,680234";"";"";"Windpark Perscheid GmbH & Co. KG";"164";"163";"Nordex Energy GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"23.10.2023";"";"31.12.2024";"Windpark Perscheid GmbH & Co. KG";"ABR977243162416";"Volleinspeisung";"SGE970028347107";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE937762472427";"Mandelsloh 7";"In Planung";"Wind";"5700";"5700";"";"31.3.2023";"Niedersachsen";"31535";"Neustadt";"";"";"Mandelsoh";"Flur 1 Flurstück 20";"03241012";"52,61728";"9,55373";"";"";"Mandelsloh";"118,5";"163";"Nordex Germany GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"3.3.2025";"ecoJoule construct GmbH";"ABR929941424983";"Volleinspeisung";"SGE978882916330";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE904118343984";"LOEB 03";"In Planung";"Wind";"6600";"6600";"";"27.3.2023";"Sachsen-Anhalt";"06766";"Bitterfeld-Wolfen";"";"";"Reuden an der Fuhne";"5 Flurstück 90";"15082015";"51,665153";"12,20125";"";"";"VSB Windpark Löberitz Nord-Ost";"165";"170";"Siemens Gamesa Renewable Energy GmbH & Co. KG";"Siemens-Gamesa 6.0-170";"";"";"Horizontalläufer";"Windkraft an Land";"27.3.2023";"";"31.3.2025";"VSB Windpark Löberitz GmbH & Co. KG";"ABR965577456684";"Volleinspeisung";"SGE939339152343";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE980228564112";"WEA 1";"In Planung";"Wind";"5700";"5700";"";"27.3.2023";"Rheinland-Pfalz";"55430";"Perscheid";"";"";"Perscheid";"Flur 12; Flurstück 9/4";"07140116";"50,054963";"7,680216";"";"";"Windpark Perscheid GmbH & Co. KG";"164";"163";"Nordex Energy GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"23.10.2023";"";"31.12.2024";"Windpark Perscheid GmbH & Co. KG";"ABR977243162416";"Volleinspeisung";"SGE905463442261";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE965833108036";"Mandelsloh 8";"In Planung";"Wind";"5700";"5700";"";"31.3.2023";"Niedersachsen";"31535";"Neustadt";"";"";"Mandelsloh";"Flur 2 und Flurstück 233/1";"03241012";"52,61317";"9,55713";"";"";"Mandelsloh";"118,5";"163";"Nordex Germany GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"3.3.2025";"ecoJoule construct GmbH";"ABR929941424983";"Volleinspeisung";"SGE978882916330";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE990186439155";"WEA 2";"In Planung";"Wind";"5700";"5700";"";"27.3.2023";"Rheinland-Pfalz";"55430";"Perscheid";"";"";"Perscheid";"Flur 12; Flurstück 9/4";"07140116";"50,05016";"7,682199";"";"";"Windpark Perscheid GmbH & Co. KG";"164";"163";"Nordex Energy GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"23.10.2023";"";"31.12.2024";"Windpark Perscheid GmbH & Co. KG";"ABR977243162416";"Volleinspeisung";"SGE940219498901";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE976634905472";"Mandelsloh 9";"In Planung";"Wind";"5700";"5700";"";"31.3.2023";"Niedersachsen";"31535";"Neustadt";"";"";"Mandelsloh";"Flur 4 Flurstück 61, 399/62";"03241012";"52,60965";"9,55197";"";"";"Mandelsloh";"118,5";"163";"Nordex Germany GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"3.3.2025";"ecoJoule construct GmbH";"ABR929941424983";"Volleinspeisung";"SGE978882916330";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE906521976438";"Mandelsloh 10";"In Planung";"Wind";"5700";"5700";"";"31.3.2023";"Niedersachsen";"31535";"Neustadt";"";"";"Mandelsloh";"Flur 4 Flurstück 263, 264";"03241012";"52,60352";"9,54497";"";"";"Mandelsloh";"118,5";"163";"Nordex Germany GmbH";"N163";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"3.3.2025";"ecoJoule construct GmbH";"ABR929941424983";"Volleinspeisung";"SGE978882916330";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE984426097328";"WEA OBR1 / WEA 05.18 Issum";"In Planung";"Wind";"5560";"5560";"";"27.3.2023";"Nordrhein-Westfalen";"47661";"Issum";"";"";"Sevelen";"6:43";"05154020";"51,480476";"6,444441";"";"";"Issum Repowering";"166,6";"160";"ENERCON GmbH";"E-160 EP5 E3";"";"";"Horizontalläufer";"Windkraft an Land";"18.12.2023";"";"4.7.2024";"Oermter Berg Wind GmbH & Co.KG";"ABR901542037649";"Volleinspeisung";"SGE939138674466";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE951705863523";"WEA 1";"In Planung";"Wind";"6800";"6800";"";"28.3.2023";"Nordrhein-Westfalen";"52445";"Titz";"";"";"Rödingen";"7: 82/9";"05358056";"50,975822";"6,497717";"";"";"Windpark Titz-Rödingen";"164";"163";"";"";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"1.1.2025";"PAC Jade GmbH & Co. KG";"ABR993636792565";"Volleinspeisung";"SGE947295665135";"";"";"";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"";""
"SEE906475868940";"WEA 2";"In Planung";"Wind";"6800";"6800";"";"28.3.2023";"Nordrhein-Westfalen";"52445";"Titz";"";"";"Rödingen";"7: 111, 112";"05358056";"50,972346";"6,498387";"";"";"Windpark Titz-Rödingen";"164";"163";"";"";"";"";"Horizontalläufer";"Windkraft an Land";"31.3.2023";"";"1.1.2025";"PAC Jade GmbH & Co. KG";"ABR993636792565";"Volleinspeisung";"SGE947295665135";"";"";"";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"";""
"SEE957071376810";"Taarstedt-Loit WEA 1";"In Planung";"Wind";"4800";"4800";"";"28.3.2023";"Schleswig-Holstein";"24888";"Loit";"";"";"Loit";"Flur 5, Flurstück 2/7";"01059055";"54,598917";"9,703171";"";"";"WP Taarstedt-Loit";"110";"133";"Nordex Germany GmbH";"Nordex N133/4.8";"";"";"Horizontalläufer";"Windkraft an Land";"23.2.2024";"";"31.1.2025";"GREE Taarstedt Loit GmbH & Co. KG";"ABR917019087765";"Volleinspeisung";"SGE995454957447";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE964145672532";"Taarstedt-Loit WEA 2";"In Planung";"Wind";"3600";"3600";"";"28.3.2023";"Schleswig-Holstein";"24888";"Loit";"";"";"Loit";"Flur 5, Flurstück 2/7";"01059055";"54,595691";"9,703007";"";"";"WP Taarstedt-Loit";"91";"117";"Nordex Germany GmbH";"Nordex N117/3600";"";"";"Horizontalläufer";"Windkraft an Land";"23.2.2024";"";"31.1.2025";"GREE Taarstedt Loit GmbH & Co. KG";"ABR917019087765";"Volleinspeisung";"SGE998919172522";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE964821609647";"WEA 01";"In Planung";"Wind";"4500";"4500";"";"23.5.2023";"Mecklenburg-Vorpommern";"19374";"Domsühl";"";"";"Severin";"Flur 1 Flurstück 287/1";"13076035";"53,514705";"11,77167";"";"";"WP Severin";"164";"149,1";"Nordex Energy GmbH";"Nordex N149/4.0-4.5 STE";"";"";"Horizontalläufer";"Windkraft an Land";"25.5.2023";"";"30.9.2024";"eno energy GmbH";"ABR918822616838";"Volleinspeisung";"SGE915150924369";"WEMAG Netz GmbH (SNB928759560869)";"SNB928759560869";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE932500284416";"WEA1";"In Planung";"Wind";"6000";"6000";"";"28.3.2023";"Mecklenburg-Vorpommern";"18246";"Jürgenshagen";"";"";"Wokrent";"Flur 3 und Flurstück 82";"13072050";"53,973667";"11,899882";"";"";"WP Jürgenshagen";"120";"160";"eno energy GmbH";"eno160 - 6,0MW";"";"";"Horizontalläufer";"Windkraft an Land";"21.4.2023";"";"1.11.2024";"eno energy systems GmbH";"ABR951277461608";"Volleinspeisung";"SGE953524550011";"WEMAG Netz GmbH (SNB928759560869)";"SNB928759560869";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE913939828150";"WEA2";"In Planung";"Wind";"6000";"6000";"";"28.3.2023";"Mecklenburg-Vorpommern";"18246";"Jürgenshagen";"";"";"Satow Niederhagen";"Flur 2 und Flurstück 114";"13072050";"53,974937";"11,895105";"";"";"WP Jürgenshagen";"120";"160";"eno energy GmbH";"eno 160 - 6,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"21.4.2023";"";"1.11.2024";"eno energy systems GmbH";"ABR951277461608";"Volleinspeisung";"SGE993448048140";"WEMAG Netz GmbH (SNB928759560869)";"SNB928759560869";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE980354921476";"WEA St. Hülfer Bruch 01";"In Planung";"Wind";"4800";"4800";"";"11.5.2023";"Niedersachsen";"49453";"Wetschen";"";"";"Wetschen";"Flur39: 036/2";"03251046";"52,564471";"8,424225";"";"";"Windpark St. Hülfer Bruch";"82,5";"133,2";"Nordex Germany GmbH";"N133-4.8 MW";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2024";"";"30.6.2025";"UGE Sankt Hülfer Bruch GmbH & Co. KG Umweltgerechte Energie";"ABR913946436843";"Volleinspeisung";"SGE999229344074";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE957213181029";"Uslar-Bollensen WEA 1";"In Planung";"Wind";"4200";"4200";"";"29.3.2023";"Niedersachsen";"37170";"Uslar";"";"";"Bollensen";"Flur 5, Flurstück 27/1";"03155012";"51,641054";"9,678068";"";"";"NWind GmbH";"131";"138";"ENERCON GmbH";"E-138 EP3 E2";"";"";"Horizontalläufer";"Windkraft an Land";"29.3.2023";"";"1.2.2025";"BayWa r.e. Wind II GmbH";"ABR906731608082";"Volleinspeisung";"SGE968559141868";"EAM Netz GmbH (SNB971311555230)";"SNB971311555230";"";"Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE930983011710";"PVAuE-WEA1";"In Planung";"Wind";"1";"1";"";"29.3.2023";"Rheinland-Pfalz";"67166";"Otterstadt";"";"";"";"";"07338021";"";"";"";"";"PVAuE-WEA1";"15";"1,5";"SkyWind GmbH";"NG";"";"";"Horizontalläufer";"Windkraft an Land";"24.9.2023";"";"1.11.2023";"natürliche Person (ABR930597949508)";"ABR930597949508";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Stadtwerke Speyer GmbH (SNB918097788087)";"SNB918097788087";"";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"";""
"SEE904530438879";"WEA1 / So005";"In Planung";"Wind";"4260";"4260";"";"29.3.2023";"Nordrhein-Westfalen";"59494";"Soest";"";"";"Müllingsen";"2: 54,55";"05974040";"51,53535";"8,150875";"";"";"Windpark Müllingsen GmbH & Co.KG";"130,64";"138,25";"ENERCON GmbH";"E-138 EP3 E3";"";"";"Horizontalläufer";"Windkraft an Land";"29.3.2023";"";"3.3.2025";"Windpark Müllingsen GmbH & Co.KG";"ABR924964771106";"Volleinspeisung";"SGE909375257920";"";"";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
"SEE924319858537";"WEA2 / So006";"In Planung";"Wind";"4260";"4260";"";"29.3.2023";"Nordrhein-Westfalen";"59494";"Soest";"";"";"Müllingsen";"5: 171/40";"05974040";"51,53132";"8,150531";"";"";"Windpark Müllingsen GmbH & Co.KG";"130,64";"138,25";"ENERCON GmbH";"E-138 EP3 E3";"";"";"Horizontalläufer";"Windkraft an Land";"29.3.2023";"";"3.3.2025";"Windpark Müllingsen GmbH & Co.KG";"ABR924964771106";"Volleinspeisung";"SGE980439488658";"";"";"";"Umspannebene Hochspannung/Mittelspannung";"";"";"";"";"";"";"";"";"";""
